Sum of active_region,Year,Quarter,Month,Day,class_type,Year,Quarter,Month,Day,Sum of day,Year,Quarter,Month,Day,event_id,event_type,Sum of hour,instruments,Sum of month,note,Year,Quarter,Month,Day,source_location,Sum of year
13780,2024,Qtr 3,August,12,M1.2,2024,Qtr 3,August,11,11,2024,Qtr 3,August,12,2024-08-11T23:40:00-Flr-001,Solar Flare,23,GOES-P: EXIS 1.0-8.0,8,No Note,2024,Qtr 3,August,12,S14W22,2024
13777,2024,Qtr 3,August,12,M1.6,2024,Qtr 3,August,11,11,2024,Qtr 3,August,12,2024-08-11T19:57:00-Flr-001,Solar Flare,19,GOES-P: EXIS 1.0-8.0,8,No Note,2024,Qtr 3,August,12,S10W57,2024
13780,2024,Qtr 3,August,13,C6.6,2024,Qtr 3,August,13,13,2024,Qtr 3,August,13,2024-08-13T07:30:00-Flr-001,Solar Flare,7,GOES-P: EXIS 1.0-8.0,8,No Note,2024,Qtr 3,August,13,S10W38,2024
13784,2024,Qtr 3,August,13,M1.0,2024,Qtr 3,August,13,13,2024,Qtr 3,August,13,2024-08-13T17:25:00-Flr-001,Solar Flare,17,GOES-P: EXIS 1.0-8.0,8,No Note,2024,Qtr 3,August,13,N15E11,2024
13784,2024,Qtr 3,August,13,M1.2,2024,Qtr 3,August,12,12,2024,Qtr 3,August,13,2024-08-12T22:47:00-Flr-001,Solar Flare,22,GOES-P: EXIS 1.0-8.0,8,No Note,2024,Qtr 3,August,13,N12E20,2024
13790,2024,Qtr 3,August,14,M1.0,2024,Qtr 3,August,14,14,2024,Qtr 3,August,14,2024-08-14T13:16:00-Flr-001,Solar Flare,13,GOES-P: EXIS 1.0-8.0,8,Simultaneous Smaller Contribution From Active Region 13784 (N15W02).,2024,Qtr 3,August,14,S09E90,2024
13784,2024,Qtr 3,August,14,M1.3,2024,Qtr 3,August,13,13,2024,Qtr 3,August,14,2024-08-13T22:38:00-Flr-001,Solar Flare,22,GOES-P: EXIS 1.0-8.0,8,With A Contribution From Ar3777 (S10W88).,2024,Qtr 3,August,14,N15E08,2024
13784,2024,Qtr 3,August,14,M4.2,2024,Qtr 3,August,13,13,2024,Qtr 3,August,14,2024-08-13T23:26:00-Flr-001,Solar Flare,23,GOES-P: EXIS 1.0-8.0,8,No Note,2024,Qtr 3,August,14,N15E08,2024
13777,2024,Qtr 3,August,14,M4.4,2024,Qtr 3,August,14,14,2024,Qtr 3,August,14,2024-08-14T03:33:00-Flr-001,Solar Flare,3,GOES-P: EXIS 1.0-8.0,8,"Simultaneous, Less Intense Flaring Is Observed From Active Region 13784 During This Event As Well.",2024,Qtr 3,August,14,S04W89,2024
13790,2024,Qtr 3,August,14,M5.3,2024,Qtr 3,August,14,14,2024,Qtr 3,August,14,2024-08-14T15:44:00-Flr-001,Solar Flare,15,GOES-P: EXIS 1.0-8.0,8,"Immediately Preceded By A C7.9 Flare From Active Region 13784 (N15W02): Start Time 2024-08-14T15:39Z, Peak 2024-08-14T15:42Z, End 2024-08-14T15:44Z.",2024,Qtr 3,August,14,S09E90,2024
13784,2024,Qtr 3,August,14,X1.1,2024,Qtr 3,August,14,14,2024,Qtr 3,August,14,2024-08-14T06:00:00-Flr-001,Solar Flare,6,GOES-P: EXIS 1.0-8.0,8,No Note,2024,Qtr 3,August,14,N14E03,2024
13780,2024,Qtr 3,August,15,M1.1,2024,Qtr 3,August,15,15,2024,Qtr 3,August,15,2024-08-15T03:35:00-Flr-001,Solar Flare,3,GOES-P: EXIS 1.0-8.0,8,No Note,2024,Qtr 3,August,15,S10W65,2024
13789,2024,Qtr 3,August,16,C5.9,2024,Qtr 3,August,16,16,2024,Qtr 3,August,16,2024-08-16T14:00:00-Flr-001,Solar Flare,14,GOES-P: EXIS 1.0-8.0,8,No Note,2024,Qtr 3,August,16,N28E04,2024
13780,2024,Qtr 3,August,16,M1.3,2024,Qtr 3,August,16,16,2024,Qtr 3,August,16,2024-08-16T13:13:00-Flr-001,Solar Flare,13,GOES-P: EXIS 1.0-8.0,8,No Note,2024,Qtr 3,August,16,S04W90,2024
13785,2024,Qtr 3,August,17,M1.1,2024,Qtr 3,August,17,17,2024,Qtr 3,August,17,2024-08-17T11:22:00-Flr-001,Solar Flare,11,GOES-P: EXIS 1.0-8.0,8,No Note,2024,Qtr 3,August,17,S15W27,2024
13784,2024,Qtr 3,August,17,M1.6,2024,Qtr 3,August,17,17,2024,Qtr 3,August,17,2024-08-17T10:24:00-Flr-001,Solar Flare,10,GOES-P: EXIS 1.0-8.0,8,No Note,2024,Qtr 3,August,17,N17W41,2024
13790,2024,Qtr 3,August,18,M1.1,2024,Qtr 3,August,17,17,2024,Qtr 3,August,18,2024-08-17T21:37:00-Flr-001,Solar Flare,21,GOES-P: EXIS 1.0-8.0,8,There Was Also Less Intense Flaring From Beyond The Eastern Limb.,2024,Qtr 3,August,18,S12E48,2024
13784,2024,Qtr 3,August,18,M1.1,2024,Qtr 3,August,18,18,2024,Qtr 3,August,18,2024-08-18T04:07:00-Flr-001,Solar Flare,4,GOES-P: EXIS 1.0-8.0,8,Simultaneous Flaring In Ars 3790 (S13E44) And 3784 (N17W49).,2024,Qtr 3,August,18,N17W49,2024
13784,2024,Qtr 3,August,18,M1.2,2024,Qtr 3,August,18,18,2024,Qtr 3,August,18,2024-08-18T07:15:00-Flr-001,Solar Flare,7,GOES-P: EXIS 1.0-8.0,8,No Note,2024,Qtr 3,August,18,N17W51,2024
13790,2024,Qtr 3,August,18,M1.4,2024,Qtr 3,August,17,17,2024,Qtr 3,August,18,2024-08-17T21:57:00-Flr-001,Solar Flare,21,GOES-P: EXIS 1.0-8.0,8,Simultaneous Flaring From Beyond The Eastern Limb (~S03E90+).,2024,Qtr 3,August,18,S11E48,2024
13784,2024,Qtr 3,August,18,M2.4,2024,Qtr 3,August,18,18,2024,Qtr 3,August,18,2024-08-18T01:50:00-Flr-001,Solar Flare,1,GOES-P: EXIS 1.0-8.0,8,No Note,2024,Qtr 3,August,18,N17W50,2024
13796,2024,Qtr 3,August,19,M1.3,2024,Qtr 3,August,18,18,2024,Qtr 3,August,19,2024-08-18T20:52:00-Flr-001,Solar Flare,20,GOES-P: EXIS 1.0-8.0,8,No Note,2024,Qtr 3,August,19,S07E80,2024
13785,2024,Qtr 3,August,19,M1.3,2024,Qtr 3,August,19,19,2024,Qtr 3,August,19,2024-08-19T09:28:00-Flr-001,Solar Flare,9,GOES-P: EXIS 1.0-8.0,8,No Note,2024,Qtr 3,August,19,S17W57,2024
13796,2024,Qtr 3,August,19,M1.4,2024,Qtr 3,August,18,18,2024,Qtr 3,August,19,2024-08-18T23:46:00-Flr-001,Solar Flare,23,GOES-P: EXIS 1.0-8.0,8,No Note,2024,Qtr 3,August,19,S03E70,2024
13796,2024,Qtr 3,August,20,M1.0,2024,Qtr 3,August,19,19,2024,Qtr 3,August,20,2024-08-19T22:55:00-Flr-001,Solar Flare,22,GOES-P: EXIS 1.0-8.0,8,No Note,2024,Qtr 3,August,20,S07E65,2024
13796,2024,Qtr 3,August,20,M1.2,2024,Qtr 3,August,20,20,2024,Qtr 3,August,20,2024-08-20T04:37:00-Flr-001,Solar Flare,4,GOES-P: EXIS 1.0-8.0,8,No Note,2024,Qtr 3,August,20,S07E60,2024
13785,2024,Qtr 3,August,20,M1.3,2024,Qtr 3,August,20,20,2024,Qtr 3,August,20,2024-08-20T17:06:00-Flr-001,Solar Flare,17,GOES-P: EXIS 1.0-8.0,8,No Note,2024,Qtr 3,August,20,S13W81,2024
13796,2024,Qtr 3,August,20,M3.7,2024,Qtr 3,August,19,19,2024,Qtr 3,August,20,2024-08-19T21:41:00-Flr-001,Solar Flare,21,GOES-P: EXIS 1.0-8.0,8,No Note,2024,Qtr 3,August,20,S03E57,2024
13796,2024,Qtr 3,August,21,M1.1,2024,Qtr 3,August,21,21,2024,Qtr 3,August,21,2024-08-21T05:53:00-Flr-001,Solar Flare,5,GOES-P: EXIS 1.0-8.0,8,No Note,2024,Qtr 3,August,21,S04E40,2024
13801,2024,Qtr 3,August,22,C5.6,2024,Qtr 3,August,22,22,2024,Qtr 3,August,22,2024-08-22T08:04:00-Flr-001,Solar Flare,8,GOES-P: EXIS 1.0-8.0,8,No Note,2024,Qtr 3,August,22,N09E75,2024
13796,2024,Qtr 3,August,22,M1.5,2024,Qtr 3,August,22,22,2024,Qtr 3,August,22,2024-08-22T10:32:00-Flr-001,Solar Flare,10,GOES-P: EXIS 1.0-8.0,8,No Note,2024,Qtr 3,August,22,S03E23,2024
13796,2024,Qtr 3,August,22,M5.1,2024,Qtr 3,August,21,21,2024,Qtr 3,August,22,2024-08-21T21:59:00-Flr-001,Solar Flare,21,GOES-P: EXIS 1.0-8.0,8,No Note,2024,Qtr 3,August,22,S04E28,2024
13794,2024,Qtr 3,August,23,C5.6,2024,Qtr 3,August,23,23,2024,Qtr 3,August,23,2024-08-23T01:05:00-Flr-001,Solar Flare,1,GOES-P: EXIS 1.0-8.0,8,No Note,2024,Qtr 3,August,23,N20W31,2024
13800,2024,Qtr 3,August,23,M1.0,2024,Qtr 3,August,23,23,2024,Qtr 3,August,23,2024-08-23T04:12:00-Flr-001,Solar Flare,4,GOES-P: EXIS 1.0-8.0,8,No Note,2024,Qtr 3,August,23,S28E32,2024
13800,2024,Qtr 3,August,23,M1.1,2024,Qtr 3,August,23,23,2024,Qtr 3,August,23,2024-08-23T16:33:00-Flr-001,Solar Flare,16,GOES-P: EXIS 1.0-8.0,8,No Note,2024,Qtr 3,August,23,S28E23,2024
13800,2024,Qtr 3,August,23,M1.7,2024,Qtr 3,August,23,23,2024,Qtr 3,August,23,2024-08-23T13:50:00-Flr-001,Solar Flare,13,GOES-P: EXIS 1.0-8.0,8,No Note,2024,Qtr 3,August,23,S28E25,2024
13801,2024,Qtr 3,August,23,M1.7,2024,Qtr 3,August,23,23,2024,Qtr 3,August,23,2024-08-23T14:52:00-Flr-001,Solar Flare,14,GOES-P: EXIS 1.0-8.0,8,No Note,2024,Qtr 3,August,23,N09E59,2024
13801,2024,Qtr 3,August,23,M3.4,2024,Qtr 3,August,23,23,2024,Qtr 3,August,23,2024-08-23T03:31:00-Flr-001,Solar Flare,3,GOES-P: EXIS 1.0-8.0,8,No Note,2024,Qtr 3,August,23,N09E63,2024
13801,2024,Qtr 3,August,24,M1.1,2024,Qtr 3,August,23,23,2024,Qtr 3,August,24,2024-08-23T19:23:00-Flr-001,Solar Flare,19,GOES-P: EXIS 1.0-8.0,8,No Note,2024,Qtr 3,August,24,N09E57,2024
13796,2024,Qtr 3,August,24,M1.6,2024,Qtr 3,August,24,24,2024,Qtr 3,August,24,2024-08-24T00:02:00-Flr-001,Solar Flare,0,GOES-P: EXIS 1.0-8.0,8,No Note,2024,Qtr 3,August,24,S04E00,2024
13800,2024,Qtr 3,August,24,M3.4,2024,Qtr 3,August,23,23,2024,Qtr 3,August,24,2024-08-23T19:39:00-Flr-001,Solar Flare,19,GOES-P: EXIS 1.0-8.0,8,No Note,2024,Qtr 3,August,24,S27E21,2024
13800,2024,Qtr 3,August,24,M5.1,2024,Qtr 3,August,23,23,2024,Qtr 3,August,24,2024-08-23T20:08:00-Flr-001,Solar Flare,20,GOES-P: EXIS 1.0-8.0,8,No Note,2024,Qtr 3,August,24,S27E21,2024
13796,2024,Qtr 3,August,25,M1.0,2024,Qtr 3,August,24,24,2024,Qtr 3,August,25,2024-08-24T18:46:00-Flr-001,Solar Flare,18,GOES-P: EXIS 1.0-8.0,8,No Note,2024,Qtr 3,August,25,S03W10,2024
13800,2024,Qtr 3,August,25,M1.3,2024,Qtr 3,August,24,24,2024,Qtr 3,August,25,2024-08-24T21:28:00-Flr-001,Solar Flare,21,GOES-P: EXIS 1.0-8.0,8,No Note,2024,Qtr 3,August,25,S26E08,2024
13796,2024,Qtr 3,August,25,M1.4,2024,Qtr 3,August,24,24,2024,Qtr 3,August,25,2024-08-24T19:17:00-Flr-001,Solar Flare,19,GOES-P: EXIS 1.0-8.0,8,No Note,2024,Qtr 3,August,25,S05W10,2024
13800,2024,Qtr 3,August,25,M1.7,2024,Qtr 3,August,24,24,2024,Qtr 3,August,25,2024-08-24T23:18:00-Flr-001,Solar Flare,23,GOES-P: EXIS 1.0-8.0,8,No Note,2024,Qtr 3,August,25,S26E06,2024
13796,2024,Qtr 3,August,26,M1.4,2024,Qtr 3,August,26,26,2024,Qtr 3,August,26,2024-08-26T11:28:00-Flr-001,Solar Flare,11,GOES-P: EXIS 1.0-8.0,8,No Note,2024,Qtr 3,August,26,S05W33,2024
13796,2024,Qtr 3,August,27,M1.1,2024,Qtr 3,August,27,27,2024,Qtr 3,August,27,2024-08-27T09:30:00-Flr-001,Solar Flare,9,GOES-P: EXIS 1.0-8.0,8,No Note,2024,Qtr 3,August,27,S05W41,2024
13808,2024,Qtr 3,August,30,M1.2,2024,Qtr 3,August,30,30,2024,Qtr 3,August,30,2024-08-30T02:00:00-Flr-001,Solar Flare,2,GOES-P: EXIS 1.0-8.0,8,This Flare Occurs About 15 Degrees East Of The Designated Location Of Ar 13806.,2024,Qtr 3,August,30,S09E70,2024
13806,2024,Qtr 3,August,30,M3.8,2024,Qtr 3,August,30,30,2024,Qtr 3,August,30,2024-08-30T12:13:00-Flr-001,Solar Flare,12,GOES-P: EXIS 1.0-8.0,8,No Note,2024,Qtr 3,August,30,S12E55,2024
13806,2024,Qtr 3,August,31,M1.1,2024,Qtr 3,August,31,31,2024,Qtr 3,August,31,2024-08-31T00:38:00-Flr-001,Solar Flare,0,GOES-P: EXIS 1.0-8.0,8,No Note,2024,Qtr 3,August,31,S12E48,2024
13806,2024,Qtr 3,August,31,M1.2,2024,Qtr 3,August,31,31,2024,Qtr 3,August,31,2024-08-31T02:26:00-Flr-001,Solar Flare,2,GOES-P: EXIS 1.0-8.0,8,No Note,2024,Qtr 3,August,31,S09E46,2024
13813,2024,Qtr 3,August,31,M1.2,2024,Qtr 3,August,31,31,2024,Qtr 3,August,31,2024-08-31T08:52:00-Flr-001,Solar Flare,8,GOES-P: EXIS 1.0-8.0,8,"Ar Was Unnumbered At Time Of Flare, Possibly Came From Newly Numbered Ar 13813 Based On Visual Inspection Of Sdo/Aia 131 Imagery.",2024,Qtr 3,August,31,S18E90,2024
13806,2024,Qtr 3,August,31,M1.8,2024,Qtr 3,August,31,31,2024,Qtr 3,August,31,2024-08-31T12:50:00-Flr-001,Solar Flare,12,GOES-P: EXIS 1.0-8.0,8,No Note,2024,Qtr 3,August,31,S10E39,2024
13807,2024,Qtr 3,September,1,M1.1,2024,Qtr 3,September,1,1,2024,Qtr 3,September,1,2024-09-01T18:00:00-Flr-001,Solar Flare,18,GOES-P: EXIS 1.0-8.0,9,No Note,2024,Qtr 3,September,1,S16W28,2024
13807,2024,Qtr 3,September,1,M1.4,2024,Qtr 3,September,1,1,2024,Qtr 3,September,1,2024-09-01T07:47:00-Flr-001,Solar Flare,7,GOES-P: EXIS 1.0-8.0,9,"A Series Of Three Smaller Flares, First From Ar 13807 (S16W24) Starting At 07:47Z, Followed By A Small Amount Of Brightening From Ar 13806 (S12E30) Starting At 07:52Z (In Sdo Aia 131), Followed By The Relatively Brightest Small Flare Of The Three, Located On The East Limb (S20E90) And Starting At 07:54Z (In Goes Suvi 131).",2024,Qtr 3,September,1,S16W24,2024
13806,2024,Qtr 3,September,1,M1.9,2024,Qtr 3,September,1,1,2024,Qtr 3,September,1,2024-09-01T16:14:00-Flr-001,Solar Flare,16,GOES-P: EXIS 1.0-8.0,9,No Note,2024,Qtr 3,September,1,S11E24,2024
0,2024,Qtr 3,September,1,M5.5,2024,Qtr 3,September,1,1,2024,Qtr 3,September,1,2024-09-01T11:45:00-Flr-001,Solar Flare,11,GOES-P: EXIS 1.0-8.0,9,"Long-Duration Brightening Associated With Post-Eruptive Arcades, Spanning From S20 To S30 On The East Limb.",2024,Qtr 3,September,1,S25E90,2024
13813,2024,Qtr 3,September,2,M1.0,2024,Qtr 3,September,1,1,2024,Qtr 3,September,2,2024-09-01T20:13:00-Flr-001,Solar Flare,20,GOES-P: EXIS 1.0-8.0,9,No Note,2024,Qtr 3,September,2,S20E90,2024
13813,2024,Qtr 3,September,2,M1.1,2024,Qtr 3,September,1,1,2024,Qtr 3,September,2,2024-09-01T19:55:00-Flr-001,Solar Flare,19,GOES-P: EXIS 1.0-8.0,9,No Note,2024,Qtr 3,September,2,S19E78,2024
13807,2024,Qtr 3,September,2,M1.5,2024,Qtr 3,September,1,1,2024,Qtr 3,September,2,2024-09-01T22:37:00-Flr-001,Solar Flare,22,GOES-P: EXIS 1.0-8.0,9,No Note,2024,Qtr 3,September,2,S19W22,2024
13813,2024,Qtr 3,September,2,M1.8,2024,Qtr 3,September,2,2,2024,Qtr 3,September,2,2024-09-02T13:13:00-Flr-001,Solar Flare,13,GOES-P: EXIS 1.0-8.0,9,No Note,2024,Qtr 3,September,2,S17E62,2024
13813,2024,Qtr 3,September,2,M1.9,2024,Qtr 3,September,2,2,2024,Qtr 3,September,2,2024-09-02T05:21:00-Flr-001,Solar Flare,5,GOES-S: EXIS 1.0-8.0,9,No Note,2024,Qtr 3,September,2,S20E72,2024
13807,2024,Qtr 3,September,2,M2.9,2024,Qtr 3,September,2,2,2024,Qtr 3,September,2,2024-09-02T13:34:00-Flr-001,Solar Flare,13,GOES-P: EXIS 1.0-8.0,9,Simultaneous Ongoing Flaring From Ar 3813 (S17E62).,2024,Qtr 3,September,2,S18W40,2024
13807,2024,Qtr 3,September,3,M1.4,2024,Qtr 3,September,2,2,2024,Qtr 3,September,3,2024-09-02T19:57:00-Flr-001,Solar Flare,19,GOES-P: EXIS 1.0-8.0,9,No Note,2024,Qtr 3,September,3,S16W39,2024
13813,2024,Qtr 3,September,3,M1.4,2024,Qtr 3,September,3,3,2024,Qtr 3,September,3,2024-09-03T07:12:00-Flr-001,Solar Flare,7,GOES-P: EXIS 1.0-8.0,9,There Is Simultaneous Flaring In Active Region 3807 (S16W49) As Well.,2024,Qtr 3,September,3,S22E54,2024
13807,2024,Qtr 3,September,3,M1.5,2024,Qtr 3,September,2,2,2024,Qtr 3,September,3,2024-09-02T22:35:00-Flr-001,Solar Flare,22,GOES-P: EXIS 1.0-8.0,9,No Note,2024,Qtr 3,September,3,S15W50,2024
13813,2024,Qtr 3,September,3,M1.8,2024,Qtr 3,September,2,2,2024,Qtr 3,September,3,2024-09-02T20:56:00-Flr-001,Solar Flare,20,GOES-P: EXIS 1.0-8.0,9,No Note,2024,Qtr 3,September,3,S20E62,2024
13813,2024,Qtr 3,September,3,M2.9,2024,Qtr 3,September,3,3,2024,Qtr 3,September,3,2024-09-03T16:08:00-Flr-001,Solar Flare,16,GOES-P: EXIS 1.0-8.0,9,No Note,2024,Qtr 3,September,3,S19E51,2024
13813,2024,Qtr 3,September,3,M3.3,2024,Qtr 3,September,3,3,2024,Qtr 3,September,3,2024-09-03T15:51:00-Flr-001,Solar Flare,15,GOES-P: EXIS 1.0-8.0,9,No Note,2024,Qtr 3,September,3,S19E51,2024
13806,2024,Qtr 3,September,4,M1.0,2024,Qtr 3,September,4,4,2024,Qtr 3,September,4,2024-09-04T05:55:00-Flr-001,Solar Flare,5,GOES-P: EXIS 1.0-8.0,9,No Note,2024,Qtr 3,September,4,S12W13,2024
13806,2024,Qtr 3,September,4,M1.0,2024,Qtr 3,September,4,4,2024,Qtr 3,September,4,2024-09-04T06:07:00-Flr-001,Solar Flare,6,GOES-P: EXIS 1.0-8.0,9,No Note,2024,Qtr 3,September,4,S12W12,2024
13813,2024,Qtr 3,September,4,M1.0,2024,Qtr 3,September,4,4,2024,Qtr 3,September,4,2024-09-04T13:08:00-Flr-001,Solar Flare,13,GOES-P: EXIS 1.0-8.0,9,No Note,2024,Qtr 3,September,4,S22E44,2024
13807,2024,Qtr 3,September,4,M1.2,2024,Qtr 3,September,4,4,2024,Qtr 3,September,4,2024-09-04T04:49:00-Flr-001,Solar Flare,4,GOES-S: EXIS 1.0-8.0,9,No Note,2024,Qtr 3,September,4,S18E44,2024
13813,2024,Qtr 3,September,4,M1.4,2024,Qtr 3,September,4,4,2024,Qtr 3,September,4,2024-09-04T02:43:00-Flr-001,Solar Flare,2,GOES-P: EXIS 1.0-8.0,9,No Note,2024,Qtr 3,September,4,S22E49,2024
13807,2024,Qtr 3,September,5,M1.0,2024,Qtr 3,September,5,5,2024,Qtr 3,September,5,2024-09-05T00:17:00-Flr-001,Solar Flare,0,GOES-P: EXIS 1.0-8.0,9,There Also Was Simultaneous Flaring From Active Region 3813 (S26E38).,2024,Qtr 3,September,5,S15W73,2024
13813,2024,Qtr 3,September,5,M1.0,2024,Qtr 3,September,5,5,2024,Qtr 3,September,5,2024-09-05T03:37:00-Flr-001,Solar Flare,3,GOES-P: EXIS 1.0-8.0,9,No Note,2024,Qtr 3,September,5,S23E33,2024
13806,2024,Qtr 3,September,5,M1.1,2024,Qtr 3,September,5,5,2024,Qtr 3,September,5,2024-09-05T03:12:00-Flr-001,Solar Flare,3,GOES-P: EXIS 1.0-8.0,9,No Note,2024,Qtr 3,September,5,S12W24,2024
13811,2024,Qtr 3,September,5,M1.2,2024,Qtr 3,September,4,4,2024,Qtr 3,September,5,2024-09-04T19:41:00-Flr-001,Solar Flare,19,GOES-P: EXIS 1.0-8.0,9,There Was Also Simultaneous Flaring In Active Region 3806 (~S27W22).,2024,Qtr 3,September,5,S13E20,2024
13807,2024,Qtr 3,September,5,M1.3,2024,Qtr 3,September,5,5,2024,Qtr 3,September,5,2024-09-05T13:20:00-Flr-001,Solar Flare,13,GOES-P: EXIS 1.0-8.0,9,No Note,2024,Qtr 3,September,5,S15W80,2024
13807,2024,Qtr 3,September,5,M1.4,2024,Qtr 3,September,5,5,2024,Qtr 3,September,5,2024-09-05T09:02:00-Flr-001,Solar Flare,9,GOES-S: EXIS 1.0-8.0,9,No Note,2024,Qtr 3,September,5,S15W77,2024
13807,2024,Qtr 3,September,5,M1.6,2024,Qtr 3,September,5,5,2024,Qtr 3,September,5,2024-09-05T09:26:00-Flr-001,Solar Flare,9,GOES-P: EXIS 1.0-8.0,9,No Note,2024,Qtr 3,September,5,S15W77,2024
13807,2024,Qtr 3,September,5,M2.8,2024,Qtr 3,September,5,5,2024,Qtr 3,September,5,2024-09-05T08:47:00-Flr-001,Solar Flare,8,GOES-S: EXIS 1.0-8.0,9,No Note,2024,Qtr 3,September,5,S18W72,2024
13815,2024,Qtr 3,September,7,M1.6,2024,Qtr 3,September,7,7,2024,Qtr 3,September,7,2024-09-07T06:17:00-Flr-001,Solar Flare,6,GOES-P: EXIS 1.0-8.0,9,Long Duration Flare From Between Ar 3815 And 3813 (~S30E15).,2024,Qtr 3,September,7,S30E15,2024
13811,2024,Qtr 3,September,8,M1.5,2024,Qtr 3,September,8,8,2024,Qtr 3,September,8,2024-09-08T15:07:00-Flr-001,Solar Flare,15,GOES-P: EXIS 1.0-8.0,9,No Note,2024,Qtr 3,September,8,S15W30,2024
13806,2024,Qtr 3,September,9,M1.0,2024,Qtr 3,September,9,9,2024,Qtr 3,September,9,2024-09-09T00:57:00-Flr-001,Solar Flare,0,GOES-P: EXIS 1.0-8.0,9,No Note,2024,Qtr 3,September,9,S05W89,2024
13811,2024,Qtr 3,September,9,M1.0,2024,Qtr 3,September,9,9,2024,Qtr 3,September,9,2024-09-09T12:11:00-Flr-001,Solar Flare,12,GOES-P: EXIS 1.0-8.0,9,No Note,2024,Qtr 3,September,9,S14W45,2024
13814,2024,Qtr 3,September,9,M1.1,2024,Qtr 3,September,9,9,2024,Qtr 3,September,9,2024-09-09T09:18:00-Flr-001,Solar Flare,9,GOES-S: EXIS 1.0-8.0,9,"With A Contribution From An Ongoing M1.5-Class Flare From Ar 3806 In The West, Seen As A Brightening In Sdo 131.",2024,Qtr 3,September,9,N20E30,2024
13819,2024,Qtr 3,September,9,M1.2,2024,Qtr 3,September,9,9,2024,Qtr 3,September,9,2024-09-09T05:18:00-Flr-001,Solar Flare,5,GOES-P: EXIS 1.0-8.0,9,No Note,2024,Qtr 3,September,9,S30E03,2024
13806,2024,Qtr 3,September,9,M1.5,2024,Qtr 3,September,9,9,2024,Qtr 3,September,9,2024-09-09T08:41:00-Flr-001,Solar Flare,8,GOES-P: EXIS 1.0-8.0,9,No Note,2024,Qtr 3,September,9,S12W86,2024
13806,2024,Qtr 3,September,9,M1.7,2024,Qtr 3,September,9,9,2024,Qtr 3,September,9,2024-09-09T09:57:00-Flr-001,Solar Flare,9,GOES-P: EXIS 1.0-8.0,9,No Note,2024,Qtr 3,September,9,S12W87,2024
13808,2024,Qtr 3,September,9,M1.8,2024,Qtr 3,September,9,9,2024,Qtr 3,September,9,2024-09-09T05:40:00-Flr-001,Solar Flare,5,GOES-P: EXIS 1.0-8.0,9,"Swpc Attributes This Flare To Active Region 3806 (~S08W84), However Both Sdo And Euvi A Data Are More Indicative Of Active Region 3808.",2024,Qtr 3,September,9,S12W76,2024
13814,2024,Qtr 3,September,9,M3.4,2024,Qtr 3,September,9,9,2024,Qtr 3,September,9,2024-09-09T16:58:00-Flr-001,Solar Flare,16,GOES-P: EXIS 1.0-8.0,9,No Note,2024,Qtr 3,September,9,N15E15,2024
13814,2024,Qtr 3,September,10,M1.2,2024,Qtr 3,September,9,9,2024,Qtr 3,September,10,2024-09-09T23:47:00-Flr-001,Solar Flare,23,GOES-P: EXIS 1.0-8.0,9,No Note,2024,Qtr 3,September,10,N15E10,2024
0,2024,Qtr 3,September,10,M1.6,2024,Qtr 3,September,10,10,2024,Qtr 3,September,10,2024-09-10T15:34:00-Flr-001,Solar Flare,15,GOES-P: EXIS 1.0-8.0,9,No Note,2024,Qtr 3,September,10,S12W90,2024
13814,2024,Qtr 3,September,11,M1.0,2024,Qtr 3,September,10,10,2024,Qtr 3,September,11,2024-09-10T23:38:00-Flr-001,Solar Flare,23,GOES-P: EXIS 1.0-8.0,9,No Note,2024,Qtr 3,September,11,N15W02,2024
13818,2024,Qtr 3,September,11,M1.4,2024,Qtr 3,September,11,11,2024,Qtr 3,September,11,2024-09-11T15:09:00-Flr-001,Solar Flare,15,GOES-P: EXIS 1.0-8.0,9,Flare End Time Is Cut Off By Second Flare From East Limb. Brightening Is Observed In Between Active Regions 13811 And 13818.,2024,Qtr 3,September,11,S15W80,2024
13811,2024,Qtr 3,September,11,M1.6,2024,Qtr 3,September,11,11,2024,Qtr 3,September,11,2024-09-11T17:16:00-Flr-001,Solar Flare,17,GOES-P: EXIS 1.0-8.0,9,In The Vicinity Of Active Region 13811,2024,Qtr 3,September,11,S15W80,2024
13814,2024,Qtr 3,September,11,M1.8,2024,Qtr 3,September,11,11,2024,Qtr 3,September,11,2024-09-11T12:27:00-Flr-001,Solar Flare,12,GOES-P: EXIS 1.0-8.0,9,No Note,2024,Qtr 3,September,11,N15W10,2024
13825,2024,Qtr 3,September,11,M1.8,2024,Qtr 3,September,11,11,2024,Qtr 3,September,11,2024-09-11T15:24:00-Flr-001,Solar Flare,15,GOES-P: EXIS 1.0-8.0,9,"This Flare Likely Originated From Active Region 13825, Which Was Numbered After The Flare Was Observed.",2024,Qtr 3,September,11,S12E90,2024
13814,2024,Qtr 3,September,11,M2.0,2024,Qtr 3,September,11,11,2024,Qtr 3,September,11,2024-09-11T17:44:00-Flr-001,Solar Flare,17,GOES-P: EXIS 1.0-8.0,9,No Note,2024,Qtr 3,September,11,N15W12,2024
13811,2024,Qtr 3,September,12,M1.0,2024,Qtr 3,September,12,12,2024,Qtr 3,September,12,2024-09-12T03:55:00-Flr-001,Solar Flare,3,GOES-P: EXIS 1.0-8.0,9,No Note,2024,Qtr 3,September,12,S15W80,2024
